8363	-33.562	22.231	1.6673	669.64	-6.9248	0.17726	932.92	4.6799	-16.18	-13.89
10333	-17.459	-5.9963	1.7662	666	-2.2367	0.17554	941.26	4.7867	-11.263	-13.022
20346	-25.041	12.488	1.6823	666.5	-4.1267	0.17406	936.31	4.7142	-13.658	-13.253
26349	-26.636	15.038	1.6653	670.19	-4.8785	0.17279	936.83	4.7293	-14.02	-12.891
28345	-25.378	12.924	1.7016	682.43	-4.6186	0.17082	940.41	4.7716	-13.647	-13.409
30338	-22.797	8.5451	1.7189	660.22	-3.6947	0.17337	939.24	4.7489	-13.015	-13.313
32344	-26.248	14.474	1.682	676.56	-4.5333	0.17233	937.81	4.745	-13.814	-13.461
34332	-21.201	4.7088	1.7288	674.1	-3.0776	0.18155	937.32	4.6878	-12.419	-13.046
36351	-30.654	19.216	1.7178	668.8	-5.8773	0.1769	934.23	4.6893	-15.068	-13.565
38329	-17.547	-2.8113	1.7386	666.38	-2.3843	0.17405	943.1	4.8003	-11.256	-13.02
40351	-30.52	19.403	1.6829	675.05	-5.9676	0.17968	932.51	4.6517	-15.428	-13.952
42333	-18.836	-1.9625	1.7388	678.9	-2.5548	0.18144	936.98	4.7026	-11.81	-13.233
44371	-34.247	23.209	1.6637	673.64	-7.4913	0.17309	934.46	4.6805	-16.61	-14.231
46323	-12.889	-8.6905	1.7793	675.3	-1.6268	0.17812	943.15	4.7982	-10.299	-12.484
48373	-35.587	23.954	1.6969	672.33	-7.8973	0.17404	935.23	4.7047	-16.817	-14.372
50319	-11.184	-8.4718	1.8267	668.06	-1.5294	0.17553	946.65	4.8513	-10.249	-12.476
52362	-32.975	21.756	1.6811	676.23	-6.8064	0.1724	937.52	4.7439	-15.89	-13.932
54325	-12.498	-10.628	1.7985	675.01	-1.433	0.17655	944.42	4.8124	-10.253	-12.6
66367	-31.621	21.317	1.6625	674.45	-6.7549	0.18189	929.09	4.6175	-15.983	-13.79
68332	-22.355	7.064	1.7266	678.64	-3.2596	0.17516	940.3	4.7744	-12.562	-13.135
