10	0.13839	0.23374
30	0.093414	0.075936
50	0.12863	0.088076
70	0.14923	0.12695
90	0.20472	0.1666
110	0.2821	0.20827
130	0.37051	0.22641
150	0.51078	0.23773
170	0.54879	0.23751
190	0.59504	0.25092
210	0.68144	0.23841
230	0.6865	0.25066
250	0.73899	0.22647
270	0.78305	0.21881
290	0.79197	0.21065
310	0.83341	0.20448
330	0.81445	0.21733
350	0.83441	0.20881
370	0.85791	0.1883
390	0.86304	0.20308
410	0.84977	0.22972
430	0.84694	0.20171
450	0.89016	0.18897
470	0.88902	0.17851
490	0.86587	0.20021
510	0.88974	0.19585
530	0.87596	0.20296
550	0.92666	0.1843
570	0.94679	0.194
590	0.90299	0.20622
610	0.88045	0.19764
630	0.88936	0.20707
650	0.92732	0.18822
670	0.88824	0.1548
690	0.96338	0.18364
710	0.9275	0.20654
730	0.87181	0.24198
750	0.9286	0.12385
770	0.88835	0.21054
790	0.87694	0.2304
810	0.89073	0.27781
830	0.89161	0.15605
850	0.93422	0.19968
870	1.0533	0.1784
890	0.95608	0.16988
910	0.77369	0.23245
930	0.96402	0.14974
950	0.96366	0.23211
970	0.85842	0.062961
990	0.96853	0.17365
1010	0.95516	0.1503
1030	0.77868	0
1050	0.98453	0.075824
1070	0.89757	0.17037
1090	0.95985	0.086163
1110	0.99084	0.015319
1130	0.7673	0
1150	0.94132	0.15861
1190	1.0137	0.31462
1210	0.85579	0.053904
1230	0.74598	0.15663
1270	0.7694	0
1290	0.83195	0.18724
1330	0.89926	0.13094
1370	0.84215	0
1390	0.9864	0.02575
1490	0.99974	0
