10	0.19641	0.32455
30	0.10582	0.068964
50	0.19141	0.11042
70	0.22345	0.16124
90	0.32979	0.19516
110	0.35049	0.22774
130	0.42409	0.26289
150	0.47237	0.27192
170	0.52572	0.29881
190	0.61674	0.26583
210	0.53773	0.24856
230	0.51262	0.2647
250	0.57657	0.29862
270	0.71542	0.29619
290	0.61293	0.25473
310	0.65001	0.27693
330	0.65206	0.26331
350	0.62841	0.27802
370	0.66307	0.28578
390	0.64099	0.30095
410	0.68066	0.28341
430	0.74217	0.26759
450	0.62754	0.31972
470	0.73231	0.30447
490	0.5752	0.30348
510	0.60266	0.26764
530	0.79417	0.21873
550	0.61546	0.32926
570	0.68106	0.26453
590	0.74243	0.26393
610	0.69032	0.18891
630	0.62222	0.26036
650	0.58892	0.27425
670	0.59714	0.35698
690	0.61726	0.33181
710	0.6897	0.20372
730	0.69044	0.2487
750	0.61801	0.34194
770	0.6941	0.37027
790	0.78525	0.27314
810	0.62603	0.28864
830	0.72943	0.22457
850	0.70581	0.2324
870	0.58894	0.47985
890	0.38543	0.20962
910	0.32761	0.33896
930	0.768	0.28325
950	0.69335	0.18568
970	0.64488	0.10344
990	0.74322	0.27741
1010	0.82643	0.49073
1030	0.28891	0.19535
1050	0.82022	0
1070	0.31385	0.17312
1090	0.60231	0.31715
1130	0.56299	0.014234
1150	0.58215	0.47071
1170	0.93899	0
1210	0.91258	0.26789
1230	0.5206	0.076273
1270	0.57592	0.25528
1290	0.83683	0
1310	0.37494	0.36931
1330	0.77987	0.18633
1350	0.57382	0
1390	0.61128	0
1510	0.64724	0
1530	0.65369	0.3199
1550	1.0376	0
1650	0.6955	0
1690	0.50276	0
1770	0.22015	0
1830	0.67201	0
2370	0.85502	0
2510	0.63549	0
