-40	0.057314	0.037449
-35	0.086259	0.064146
-30	0.11494	0.10758
-25	0.16038	0.175
-20	0.25422	0.27271
-15	0.3561	0.40986
-10	0.51787	0.56631
-5	0.67896	0.73514
0	0.86933	0.92046
5	0.9445	0.97826
10	1	1
15	0.99838	0.94132
20	0.93092	0.78828
25	0.80821	0.5783
30	0.67718	0.32549
35	0.54604	0.10369
40	0.42884	0.020489
45	0.32895	0.0058466
50	0.25159	0.0023777
55	0.19072	0.0019996
60	0.14282	0.0019774
