10	0.051871	0.021119
30	0.070484	0.06022
50	0.10027	0.0757
70	0.10852	0.093213
90	0.15753	0.13525
110	0.22555	0.17258
130	0.33563	0.19469
150	0.42579	0.22752
170	0.51049	0.23978
190	0.61029	0.22466
210	0.64882	0.25152
230	0.70503	0.22002
250	0.7335	0.23206
270	0.79903	0.20075
290	0.79882	0.21831
310	0.82909	0.19638
330	0.87121	0.18599
350	0.88123	0.17726
370	0.8609	0.18831
390	0.89484	0.18416
410	0.91625	0.17555
430	0.90341	0.17382
450	0.92558	0.16486
470	0.91302	0.15152
490	0.91784	0.18101
510	0.93342	0.15701
530	0.95754	0.14461
550	0.9612	0.17527
570	0.96737	0.16515
590	0.95418	0.19124
610	0.93942	0.12405
630	0.98569	0.16084
650	0.98367	0.21951
670	0.96777	0.15214
690	0.94934	0.18743
710	0.96681	0.15874
730	0.9541	0.19489
750	0.94834	0.183
770	0.95099	0.11628
790	0.93575	0.14852
810	0.89999	0.29888
830	0.83858	0.25923
850	0.98754	0.16454
870	0.95138	0.18368
890	1.0151	0.060822
910	0.90623	0.16055
930	1.0007	0.17975
950	1.1044	0.19445
970	0.90367	0.079142
990	1.0523	0.047973
1010	0.99677	0.18124
1030	0.89848	0.47455
1050	1.1336	0
1070	0.78429	0
1090	0.98742	0.1176
1110	0.86869	0
1130	0.96631	0.1645
1170	0.94465	0
1290	1.2566	0.050182
1390	0.79347	0
