0.2	634.589	0.791268	456.353
0.4	634.588	0.790931	456.455
0.6	634.588	0.78619	458.462
0.8	634.585	0.726343	485.363
1	634.561	0.505887	648.91
1.2	634.513	0.438574	733.604
1.4	634.502	0.389837	801.823
1.6	634.513	0.346384	858.159
1.8	634.533	0.317439	913.784
2	634.562	0.28623	985.018
2.2	634.586	0.267971	1034.47
2.4	634.616	0.201383	1171.29
2.6	634.617	0.198209	1181.1
2.8	634.618	0.19779	1183.17
3	634.619	0.196636	1186.7
