0.05	438.6	0.0683447	651.533
0.1	494.348	0.102608	738.099
0.15	532.705	0.138502	788.676
0.2	561.845	0.203778	737.876
0.25	585.125	0.269961	732.305
0.3	604.331	0.329291	725.587
0.35	620.56	0.398622	713.911
0.4	634.53	0.470747	694.383
0.45	646.749	0.554365	659.559
0.5	657.551	0.631375	641.378
0.55	667.192	0.714557	621.95
0.6	675.876	0.805818	603.813
0.65	683.752	0.896587	591.637
0.7	690.953	0.975547	587.315
0.75	697.569	1.04297	588.127
0.8	703.683	1.10382	591.119
