1	0	810.54	0.17709	0	0	61.735	22.265	0	0.1711	0.080398	14.542	0.059434	0
2	0	810.5	0.17927	0	0	61.676	22.324	0	0.17198	0.080243	14.611	0.065014	0
3	0	810.45	0.18048	0	0	61.662	22.338	0	0.17173	0.075636	14.68	0.067497	0
4	0	810.4	0.18091	0	0	61.632	22.368	0	0.17071	0.068283	14.749	0.067491	0
5	0	810.34	0.18312	0	0	61.618	22.382	0	0.17416	0.070081	14.818	0.068526	0
6	0	810.27	0.18663	0	0	61.676	22.324	0	0.1792	0.07845	14.888	0.071334	0
7	0	810.2	0.19078	0	0	61.676	22.324	0	0.1852	0.091168	14.957	0.076834	0
8	0	810.11	0.19585	0	0	61.662	22.338	0	0.19733	0.1132	15.023	0.083364	0
9	0	810.03	0.20793	0	0	61.75	22.25	0	0.23521	0.23891	15.093	0.10258	0
10	0	809.94	0.22989	0	0	61.721	22.279	0	0.30059	0.39486	15.174	0.1502	0
11	1.2834	794.85	22.796	5.7941	0.058824	55.941	22.206	0.76025	0.74122	0.6326	21.129	16.435	3.6342
12	2.4136	735.29	54.9	12.279	0.13235	49.309	22.279	0.58836	1.8116	0.68141	30.525	14.6	3.6149
13	2.7122	664.04	64.221	15.485	0.25	45.824	22.441	0.48336	2.6039	0.72074	33.167	11.776	3.2912
14	2.6635	598.91	64.15	16.868	0.47059	43.456	23.206	0.40021	3.1315	0.80896	32.559	9.9818	3.2202
15	2.578	542.25	62.847	17.574	1.1471	39.25	26.029	0.36961	3.508	0.82136	31.307	9.2509	3.3882
16	2.3288	494.65	57.427	15.147	3.3529	33.279	32.221	0.31798	3.6597	0.77419	29.462	7.7635	3.9475
17	1.9699	457.55	49.014	11.162	5.5735	23.015	44.25	0.34781	3.5135	0.61433	26.11	8.116	5.0132
18	1.6013	429.47	40.346	6.7059	7.5882	13.868	55.838	0.35545	3.2354	0.55135	23.432	8.2715	4.8417
19	1.2477	410.36	31.718	3.5	7.9853	7.3382	65.176	0.37433	2.7997	0.51573	21.455	8.6622	4.3193
20	0.93319	398.08	24.065	1.9559	6.7353	3.7206	71.588	0.3047	2.3603	0.4628	20.246	7.0376	3.2279
21	0.67039	390.83	17.843	0.95588	5.3235	1.6618	76.059	0.26461	1.9784	0.43326	19.688	6.1262	2.6195
22	0.50009	387.68	13.528	0.41176	4.2941	0.77941	78.515	0.24424	1.644	0.38791	20.074	5.5356	2.3518
23	0.36817	387.03	10.256	0.27941	3.1618	0.45588	80.103	0.20565	1.392	0.35738	20.873	4.7227	1.9809
24	0.28102	388.13	8.053	0.073529	2.5441	0.23529	81.147	0.20342	1.1984	0.34172	21.557	4.541	1.8985
25	0.22605	390.31	6.5386	0.073529	2.0147	0.014706	81.897	0.15913	1.0447	0.29297	22.108	3.6006	1.4944
26	0.15904	393.52	4.9605	0.073529	1.3971	0.014706	82.515	0.14411	0.91653	0.26134	22.987	3.1516	1.3763
27	0.13731	397.4	4.2007	0.058824	1.1912	0.014706	82.735	0.12583	0.81887	0.24175	24.005	2.8064	1.1608
28	0.11967	401.48	3.6721	0.014706	1.0588	0.014706	82.912	0.1204	0.74868	0.2216	24.533	2.5881	1.0703
29	0.10976	405.73	3.3321	0.014706	0.95588	0.029412	83	0.12093	0.69286	0.20899	24.971	2.5676	1.0499
