13	0.74574	19	14	6354	211.4	6367	157.65	6320	706.74
14	0.053769	22	48	6976	226.77	6990	12.193	6944	722.3
20	0.073862	20	24	4117	205.91	4137	15.209	4085	697.6
21	0.011011	19	44	12406	215.42	12427	2.372	12387	711.19
21	0.024544	24	33	10752	237.94	10773	5.84	10727	695.03
21	0.028459	23	27	7789	217.36	7810	6.186	7755	708.07
21	0.067797	19	36	7830	205.19	7851	13.911	7809	705.1
22	0.014631	25	46	10904	217.75	10926	3.186	10880	713.16
23	0.0041712	17	32	11250	240.46	11273	1.003	11223	706.57
23	0.014987	25	16	11433	220.18	11456	3.3	11406	714.53
23	0.031732	20	2	6856	215.5	6879	6.838	6831	709.43
23	0.075376	17	13	12166	200.49	12189	15.112	12125	712.31
23	0.084744	21	59	11479	205.81	11502	17.441	11445	710.14
23	0.1003	16	1	8554	201.46	8577	20.206	8522	713.07
24	0.023443	17	1	12198	219.76	12222	5.152	12175	705.14
24	0.033099	23	20	7233	209.22	7257	6.925	7215	701.59
24	0.078246	19	13	9358	207.73	9382	16.254	9339	712.84
27	0.03049	19	16	14612	217.25	14639	6.624	14582	710.67
27	0.039672	18	52	11632	243.07	11659	9.643	11615	723.69
28	0.02277	25	51	11424	222.48	11452	5.066	11405	717.65
28	0.038682	16	29	7788	223.62	7816	8.65	7762	713.53
28	0.073231	19	37	7575	220.04	7603	16.114	7549	710.86
28	0.40458	22	6	14183	206.31	14211	83.471	14157	710.42
29	0.023761	19	10	9933	256.72	9962	6.1	9911	708.14
29	0.031153	17	7	12185	217.6	12214	6.779	12160	705.07
29	0.033052	17	39	7409	208.34	7438	6.886	7384	711.46
29	0.042748	21	23	6459	201.55	6488	8.616	6444	713.22
30	0.024495	23	29	14185	211.11	14215	5.171	14163	715.51
30	0.028754	24	21	8744	235.65	8774	6.776	8703	719.92
30	0.37465	21	13	11120	235.43	11150	88.204	11090	719.17
31	0.047492	18	9	9533	237.47	9564	11.278	9512	712.36
32	0.017991	24	6	10364	222.33	10396	4	10334	704.78
32	0.020663	22	47	5846	229.59	5878	4.744	5822	714.36
32	0.028503	25	17	8511	229.06	8543	6.529	8474	694.79
32	0.037512	19	14	5240	213.19	5272	7.997	5207	711.43
32	0.29389	17	31	13552	224.22	13584	65.895	13532	703.04
33	0.020541	20	12	4032	219.9	4065	4.517	4005	691.61
33	0.045441	25	47	6525	211.77	6558	9.623	6496	703.54
34	0.063979	18	42	8932	201.63	8966	12.9	8895	710.05
35	0.019151	25	53	11420	205.52	11455	3.936	11401	716.07
35	0.030014	22	56	8542	207.5	8577	6.228	8515	711.89
35	0.076032	25	31	6196	225.09	6231	17.114	6180	705.97
36	0.035161	20	33	6633	221.18	6669	7.777	6614	713.85
36	0.040863	22	7	12658	224.21	12694	9.162	12635	710.29
36	0.04731	21	11	14072	223.32	14108	10.565	14052	711.72
36	0.11007	25	58	10589	207.18	10625	22.803	10568	695.73
37	0.099299	25	58	8783	222.59	8820	22.103	8763	710.7
38	0.042782	22	11	11054	214.13	11092	9.161	11033	712.16
38	0.052953	24	22	8718	266.56	8756	14.115	8699	720.23
38	0.10195	25	44	10794	240.22	10832	24.489	10775	719.08
38	0.16275	25	35	10154	206.36	10192	33.584	10121	717.22
39	0.033422	16	2	14211	207.83	14250	6.946	14193	701.26
39	0.076069	22	50	9014	206.9	9053	15.739	8998	707.87
39	0.3501	20	22	5208	206.37	5247	72.251	5181	706.63
40	0.024211	21	49	9788	229.9	9828	5.566	9763	709.97
40	0.03435	17	47	10569	236.01	10609	8.107	10546	708.01
40	0.038596	21	5	11731	212.12	11771	8.187	11705	698.68
40	0.042799	21	56	4417	201.55	4457	8.626	4397	705.23
41	0.034445	18	12	13052	233.68	13093	8.049	13033	713.8
41	0.049142	16	57	9708	207.32	9749	10.188	9685	713.66
41	0.14542	21	35	10313	234.02	10354	34.03	10289	712.64
42	0.041342	18	6	4902	219.05	4944	9.056	4867	703.33
42	0.05544	22	60	10776	224.91	10818	12.469	10747	713.22
42	0.13143	19	41	10742	217.33	10784	28.563	10707	716.62
43	0.033303	16	13	13152	215.39	13195	7.173	13121	709.44
43	0.10456	18	20	9768	238.94	9811	24.984	9747	713.92
43	0.11528	18	55	10902	234.06	10945	26.982	10885	705.55
44	0.026458	16	38	14711	238.87	14755	6.32	14696	711.68
44	0.038486	24	18	5836	234.5	5880	9.025	5816	713.58
44	0.045659	24	61	11956	231.04	12000	10.549	11934	721.33
44	0.055419	16	5	10444	204.77	10488	11.348	10413	716.61
44	0.10923	20	11	7902	223.62	7946	24.426	7881	700.22
44	0.14238	22	52	12946	224.06	12990	31.903	12928	717.67
45	0.02683	25	62	11186	255.35	11231	6.851	11161	719.47
45	0.13677	19	33	10762	217.19	10807	29.705	10740	706.29
46	0.011202	19	10	9201	270.04	9247	3.025	9185	713.16
46	0.031477	25	50	7016	210.82	7062	6.636	6994	711.46
46	0.031966	18	20	6564	239.03	6610	7.641	6538	718.56
46	0.059159	20	42	13866	221.3	13912	13.092	13851	698
47	0.088185	24	38	5038	222.5	5085	19.621	5018	706.91
47	0.088809	24	25	11268	209.38	11315	18.595	11238	710.28
48	0.016255	18	55	9645	213.1	9693	3.464	9633	714.61
48	0.032996	17	25	8720	224.67	8768	7.413	8701	712.38
48	0.035613	18	17	12490	222.45	12538	7.922	12455	716.97
48	0.046953	18	5	9676	222.67	9724	10.455	9627	716.1
48	0.11895	25	57	5566	223.67	5614	26.604	5546	701.67
49	0.0321	18	42	14880	218.16	14929	7.003	14855	712.46
49	0.032772	16	47	4511	225.01	4560	7.374	4494	705.7
49	0.03408	17	1	9056	228.96	9105	7.803	9021	692.78
49	0.038539	16	15	13657	220.42	13706	8.495	13638	705.03
49	0.075596	16	11	7528	210.01	7577	15.876	7501	710.46
50	0.032248	24	25	5167	221.5	5217	7.143	5133	709.13
50	0.038589	17	26	5890	215.56	5940	8.318	5844	708.02
50	0.040864	19	19	7032	227.12	7082	9.281	7004	714.85
50	0.045768	19	48	8348	205.19	8398	9.391	8329	713.41
50	0.062552	22	33	9889	240.46	9939	15.041	9864	722.35
51	0.027704	24	62	10851	208.78	10902	5.784	10830	718.52
51	0.028153	24	27	4774	258.24	4825	7.27	4755	713.94
51	0.043106	21	17	6879	200.36	6930	8.637	6860	705.37
51	0.095392	22	1	14735	232.84	14786	22.211	14719	714.62
51	0.13863	24	3	7699	203.14	7750	28.161	7671	713.23
52	0.041298	20	14	14688	220.15	14740	9.092	14656	722.69
52	0.051886	21	33	7413	219.83	7465	11.406	7398	716.05
52	0.063269	17	8	10190	229.73	10242	14.535	10173	716.11
52	0.17023	21	18	13739	241.41	13791	41.095	13713	718.18
53	0.031984	23	27	11316	220.93	11369	7.066	11292	710.92
53	0.045826	25	59	4924	215.18	4977	9.861	4887	701.54
53	0.11631	19	20	5064	208.55	5117	24.257	5041	712.32
53	0.13555	18	14	6359	228.42	6412	30.961	6333	712.66
53	0.16652	25	18	13875	231.92	13928	38.618	13844	722.77
53	0.20429	16	34	14214	247.54	14267	50.571	14192	707.11
54	0.027718	17	46	13923	232.23	13977	6.437	13890	721.53
54	0.032778	18	14	8720	205.35	8774	6.731	8704	705.19
54	0.035504	20	49	13198	207.67	13252	7.373	13179	708.58
54	0.041766	21	14	6841	220.92	6895	9.227	6818	716.69
54	0.053668	25	21	13963	213.65	14017	11.466	13936	712.79
54	0.090373	22	56	13688	252.01	13742	22.775	13661	713.76
55	0.039003	22	30	11933	225.57	11988	8.798	11915	704.4
55	0.040269	24	55	11268	220.61	11323	8.884	11239	710.38
55	0.044259	18	53	5181	248.87	5236	11.015	5164	709.22
56	0.027922	23	10	13768	202.21	13824	5.646	13742	717.97
56	0.11118	23	14	9354	207.61	9410	23.082	9337	714.08
56	0.12336	20	12	12208	203.78	12264	25.138	12190	701.16
57	0.022631	23	53	7032	226.24	7089	5.12	7004	724.79
57	0.044104	18	10	11694	217.83	11751	9.607	11678	705.39
58	0.12904	16	26	8887	204.56	8945	26.397	8832	703.73
58	0.15832	23	52	5449	209.43	5507	33.158	5427	700.78
59	0.02547	23	50	6745	229.72	6804	5.851	6727	711.57
59	0.030566	25	36	8927	202.39	8986	6.186	8894	708.51
59	0.074957	19	47	14889	202.1	14948	15.149	14866	709.41
59	0.099537	16	61	12554	246.22	12613	24.508	12533	713.4
59	0.33184	24	22	11960	202.62	12019	67.237	11932	720.74
60	0.035059	25	7	12745	216.75	12805	7.599	12716	710.62
60	0.059871	24	5	12083	206.06	12143	12.337	12058	702.19
60	0.062948	18	27	8280	206.57	8340	13.003	8252	701.83
60	0.078346	17	21	6715	207.36	6775	16.246	6694	714.52
60	0.081183	18	5	8880	238.36	8940	19.351	8860	710.69
60	0.097577	25	17	13580	234.43	13640	22.875	13563	711.47
60	0.11481	17	20	11043	234.26	11103	26.895	11018	714.98
60	0.19369	24	40	6279	207.81	6339	40.251	6253	706.58
60	0.20307	19	11	6922	200.95	6982	40.806	6902	713.65
60	0.53697	22	28	12727	209.57	12787	112.53	12714	713.01
61	0.026038	23	2	7316	231.93	7377	6.039	7295	716.64
61	0.031835	24	22	12917	235.21	12978	7.488	12880	720.48
61	0.060517	23	26	7653	212.44	7714	12.856	7620	711.45
61	0.072582	18	12	14211	212.56	14272	15.428	14174	701
61	0.087235	16	9	12135	206.94	12196	18.052	12106	699.23
61	0.12003	21	56	11488	200.81	11549	24.104	11467	703.7
61	0.13453	22	49	10047	221.85	10108	29.845	10010	715.94
61	0.20923	19	11	10429	205.63	10490	43.023	10402	716.38
62	0.037147	17	42	7823	243.68	7885	9.052	7783	698.7
62	0.045128	16	32	4377	221.21	4439	9.983	4354	689.04
62	0.07124	20	28	10471	210.92	10533	15.026	10448	699.03
62	0.10433	25	4	10781	246.92	10843	25.761	10754	713.53
63	0.027313	24	51	6287	224.98	6350	6.145	6252	703.9
63	0.033681	20	56	9613	201.21	9676	6.777	9576	723.78
63	0.094211	22	24	12406	214.34	12469	20.193	12376	703.36
63	0.13323	21	47	12786	200.33	12849	26.69	12767	711.42
63	0.17648	16	49	9618	220.24	9681	38.868	9599	717.75
63	0.1987	22	41	5413	217.55	5476	43.227	5389	707.35
64	0.0268	19	17	6343	233.85	6407	6.267	6306	708.49
64	0.033901	25	12	9657	225.66	9721	7.65	9641	705.21
64	0.10019	18	44	13087	231.68	13151	23.213	13068	721.3
64	0.11125	19	28	14694	233.53	14758	25.98	14678	717.96
64	0.23527	17	28	5385	213.21	5449	50.161	5363	713.51
65	0.02643	18	58	9498	235.22	9563	6.217	9474	711.3
65	0.02927	19	50	9345	215.75	9410	6.315	9316	723.28
65	0.042044	24	40	8237	210.47	8302	8.849	8212	712.28
65	0.06835	18	37	9274	260.8	9339	17.826	9251	716.92
65	0.10662	23	60	11565	232.73	11630	24.814	11546	698.13
65	0.12211	23	36	13429	218.23	13494	26.647	13411	715.29
65	0.13754	17	56	10797	244.1	10862	33.574	10770	718.93
65	0.19557	17	60	9192	218.86	9257	42.803	9173	713.88
66	0.019581	23	8	8032	224.05	8098	4.387	8006	708.75
66	0.042652	24	47	7943	235.13	8009	10.029	7921	712.39
66	0.055569	23	29	4746	214.1	4812	11.897	4722	707.83
66	0.10573	17	18	5516	214.44	5582	22.672	5499	706.67
66	0.1193	21	21	9441	236.57	9507	28.222	9416	714.89
66	0.1342	16	49	8554	227.5	8620	30.529	8521	709.24
66	0.15072	19	39	13583	220	13649	33.159	13562	707.28
66	0.23058	18	54	12549	202.58	12615	46.712	12528	713.33
67	0.01508	19	40	11671	238.4	11738	3.595	11643	708.2
67	0.017136	19	43	5011	225.84	5078	3.87	4995	703.62
67	0.023458	23	5	9752	215.96	9819	5.066	9725	709.36
67	0.02881	19	18	11491	230.4	11558	6.638	11469	709.88
67	0.029341	17	33	5614	239.49	5681	7.027	5598	700.91
67	0.12228	20	8	14576	246.39	14643	30.128	14547	723.91
67	0.16568	16	28	11679	211.78	11746	35.089	11653	706.05
67	0.23316	25	22	11718	200.99	11785	46.863	11694	711.07
67	0.30504	22	38	5676	218.89	5743	66.772	5661	695.04
68	0.045224	18	20	14645	260.9	14713	11.799	14621	710.66
69	0.028413	23	45	10063	213	10132	6.052	10028	717.17
69	0.038819	25	45	8318	217.08	8387	8.427	8293	712.56
69	0.095901	22	4	14602	241.13	14671	23.125	14585	717.82
69	0.10059	21	48	4892	256.47	4961	25.797	4868	711.36
69	0.10462	23	48	7551	200.45	7620	20.971	7528	710.51
69	0.11788	20	13	10185	206.18	10254	24.304	10168	709.3
69	0.13075	23	49	5564	205.98	5633	26.932	5539	692.37
69	0.13118	18	25	12580	217.45	12649	28.526	12553	711.37
69	0.22408	21	9	8452	214.18	8521	47.993	8429	700.96
69	0.25409	19	20	12771	224.65	12840	57.081	12743	723.69
70	0.032961	18	41	13020	225.36	13090	7.428	12991	716.32
70	0.036401	16	2	7972	201.64	8042	7.34	7937	713.41
70	0.039229	17	60	10716	215.35	10786	8.448	10699	716.37
70	0.066508	22	8	4820	230.24	4890	15.313	4785	708.9
70	0.077323	21	15	4057	202.89	4127	15.688	4027	705.63
70	0.26197	16	32	13465	219.71	13535	57.559	13442	708.43
