12	18	11	138	153	142
32	38	31	147	159	154
52	58	51	153	164	165
72	78	71	155	165	170
92	98	91	157	167	172
112	118	111	158	168	174
132	138	131	159	169	175
152	158	151	160	170	177
172	178	171	160	170	177
192	198	191	162	171	177
212	218	211	163	172	178
232	238	231	164	172	179
252	258	251	165	172	179
272	278	271	166	173	180
292	298	291	166	174	181
312	318	311	167	174	180
332	338	331	167	175	181
352	358	351	169	175	181
372	378	371	169	176	181
392	398	391	170	176	181
