5	6	4	267	275	229
25	26	24	274	283	241
45	46	44	270	285	249
65	66	64	272	287	256
85	86	84	273	286	261
105	106	104	272	288	261
125	126	124	274	291	259
145	146	144	274	290	263
165	166	164	275	290	262
185	186	184	274	289	261
205	206	204	271	286	261
225	226	224	273	287	260
245	246	244	276	283	260
265	266	264	273	288	263
285	286	284	275	287	261
305	306	304	275	288	257
325	326	324	276	285	261
345	346	344	275	287	262
365	366	364	276	288	261
385	386	384	280	287	260
